num,inc_time,arint,inc_type,location,dact
1,0.0,0.0,1,679,534.032601447643
4,1071.0280662334867,1071.0280662334867,1,472,2144.6229442872027
5,2719.170633488771,1648.1425672552841,1,450,672.6978912128822
7,3179.236229641102,138.54883774641758,1,491,1415.8119965205042
8,4136.183738167868,956.9475085267659,1,296,740.5432274780686
10,9003.896513648418,1284.0728018978898,1,686,2587.5166241059396
13,13940.789172621116,1945.6820658122397,1,452,1510.4698471142551
14,14233.14537009167,292.3561974705535,1,235,883.7051976475622
15,14739.077230438967,505.9318603472966,1,591,874.9039447012552
16,14854.186926006887,115.10969556792043,1,226,2142.2253810731695
17,16120.475599758283,1266.2886737513963,1,643,75.82231103861619
18,16186.553057189687,66.07745743140367,1,414,1155.4774872302444
20,17516.1777164057,1199.418680592802,1,217,984.0763530737217
21,19797.896486460784,2281.7187700550858,1,599,17.42789021272856
22,20508.971143931925,711.0746574711411,1,686,2146.776405242516
23,22965.883494588,2456.9123506560754,1,506,1996.9052840924794
24,24912.821433863606,1946.9379392756055,1,563,1407.6568772205537
25,24965.702682217165,52.881248353558476,1,440,2845.6558799621876
26,26748.544545585508,1782.8418633683432,1,119,221.50367115675144
27,27506.37673668954,757.832191104033,1,664,1909.7478229483875
28,28860.738927020942,1354.3621903314015,1,235,493.1958745849189
29,29702.70577835425,841.966851333309,1,689,4741.135818960036
30,32685.991372022563,2983.285593668312,1,404,128.83904945613196
31,34152.256363149056,1466.2649911264925,1,164,14.560895772449609
33,34583.15266950117,124.01203279836045,1,69,3787.749665861126
34,36569.776142441806,1986.623472940635,1,419,522.92398820517
36,40397.02506514393,2918.4327517710626,1,484,2157.44605706268
37,41320.799753319814,923.7746881758867,1,58,949.8027405693756
38,41954.587044746666,633.7872914268519,1,604,889.102733254623
39,43194.4509276903,1239.8638829436313,1,37,1413.177738183164
45,50151.37324653859,874.4457046768221,1,615,4464.482889830433
49,55142.62475677026,1222.9286990273831,1,472,1638.1272210828
50,56636.064068920154,1493.4393121498942,1,480,195.38291409951688
54,59756.11998426005,616.7037268943168,1,520,1830.4981551780738
55,62257.675664384,2501.555680123951,1,623,512.0187562047953
56,62893.11402817757,635.4383637935753,1,275,2500.6867001147884
57,63022.595680297876,129.4816521203029,1,686,624.7537691998533
59,64440.69234998804,1016.1841422491416,1,623,1896.90176683434
60,65532.86951564091,1092.1771656528654,1,519,971.3536342335622
61,66133.4173080091,600.5477923681901,1,312,105.80118472167108
62,66474.63696308174,341.21965507263667,1,669,3251.42907156803
65,67172.90377613493,260.5181515141303,1,450,678.7115620819237
66,68019.8960930636,846.9923169286631,1,439,2844.9049664058257
67,68439.67678851972,419.7806954561238,1,395,1319.5852304325517
68,68901.41947066583,461.7426821461122,1,72,458.80084833337355
69,69720.34751489156,818.9280442257295,1,681,314.5514830375491
72,72356.73491340486,1194.6833590699243,1,353,1457.2388229246435
74,73537.79635191205,338.00081771465193,1,633,55.96456066467165
75,73983.93638986279,446.1400379507395,1,566,344.32806227728315
76,74419.82347322672,435.887083363923,1,505,2598.0856090334396
78,75231.21071354834,764.6101143569249,1,688,843.107932250979
79,75538.92821785086,307.71750430251996,1,621,948.2109859802738
80,75839.87248493143,300.9442670805729,1,631,2848.04854088016
