num,inc_time,arint,inc_type,location,dact
1,0.0,0.0,1,310,639.1717210800789
4,2766.232147509991,2766.232147509991,1,662,725.4450947636496
5,7395.535271914527,4629.303124404536,1,450,183.36925758705644
7,11826.705119730774,3973.272068655421,1,295,1954.861504083993
8,13475.493433464524,1648.7883137337503,1,624,216.96345311840082
9,14052.609944311283,577.1165108467594,1,446,1568.851585016469
10,14077.584880380537,24.97493606925309,1,450,352.04050165477025
11,15303.954793649818,1226.3699132692818,1,6,54.51926623524778
12,16425.343793011456,1121.3889993616376,1,592,1194.8380416145872
13,18036.470432438073,1611.1266394266167,1,209,1574.8963988446963
14,19454.32371956257,1417.853287124497,1,454,977.6231267671493
15,21219.96149366853,1765.6377741059587,1,556,1141.1224542925706
16,22927.72635023782,1707.7648565692907,1,570,976.4113009132019
17,26044.847111233346,3117.1207609955272,1,313,1713.576873718726
18,29191.619319293764,3146.772208060418,1,570,219.89480827755298
20,31632.951654712706,652.2034018964405,1,603,1125.4700975386415
21,33035.21720396385,1402.2655492511476,1,473,388.11762145685134
22,33896.82168284811,861.6044788842555,1,570,25.751033762333257
24,43099.29956136265,7160.1562055837785,1,132,1786.6493441875766
25,44124.8922897393,1025.5927283766505,1,417,1272.3573454618088
26,44748.45415794437,623.5618682050699,1,325,1731.0556530750046
27,44920.36098880623,171.9068308618589,1,202,307.5783181810939
33,55190.66211168791,1316.8352388748026,1,521,652.2660712498393
34,55373.74382427209,183.0817125841786,1,522,395.40391900373976
36,55894.081025619555,64.44365223306522,1,444,246.35759790746047
37,55992.56078916167,98.47976354211278,1,70,3487.7062995873935
38,56333.289095861066,340.7283066993987,1,61,2266.6881996579723
39,57002.81082715449,669.5217312934255,1,570,1144.003556578886
41,60033.76735855122,1394.16983669006,1,456,266.93036102944563
42,60600.97778777522,567.2104292240037,1,478,1970.285322830415
45,66199.32559094942,2007.412815790427,1,194,1918.3027730819254
46,66238.34128008438,39.015689134961576,1,136,1432.4998047846054
47,66818.33679757014,579.9955174857605,1,463,154.76983550532375
49,67460.16960223974,289.75031338230474,1,608,889.1473741561401
50,69393.49908070243,1933.3294784626924,1,570,2201.255529038628
52,73132.30578923353,525.3274478253443,1,560,375.03156947732896
53,73647.83240314516,515.5266139116284,1,477,980.2705354523356
54,74405.94922621279,758.1168230676267,1,18,435.11768972169085
55,74827.3978221468,421.44859593400906,1,169,2178.226870320431
56,76988.41323580497,2161.0154136581696,1,435,44.56899404942846
58,78349.17071833581,1007.6271559326124,1,473,688.2201764504858
59,78444.40936490956,95.23864657375088,1,602,937.9054749611352
60,79682.9423815643,1238.5330166547355,1,686,231.6657559137869
62,81807.58329885382,792.8640491359547,1,82,1026.3984737041196
63,81851.1207754692,43.53747661538364,1,202,382.98471274978084
64,82664.535865711,813.4150902418041,1,283,38.737216500108936
67,84754.27058048117,333.38158240729535,1,547,3162.4790837627593
68,90741.66275395548,5987.392173474305,1,553,415.1726605352771
69,92652.17617959464,1910.5134256391611,1,613,4441.958234390984
70,92738.64009390138,86.46391430674703,1,226,4873.514929841117
71,94026.90672673547,1288.2666328340856,1,612,142.66916564129332
72,94481.0534878961,454.1467611606349,1,359,2502.8885866175287
73,96629.7671212976,2148.713633401494,1,66,3130.576568759826
74,97158.00270959263,528.235588295036,1,664,714.9830828788608
75,97514.53833066525,356.5356210726168,1,44,780.5795835223536
78,99188.02414460292,199.23423127013666,1,225,140.48984595295724
79,99418.48873458992,230.46458998699381,1,570,209.06719329877984
81,102280.24139618555,715.9749197248893,1,481,772.9863819604457
84,108396.62976332859,4274.738901196499,1,581,5883.976260437021
85,114649.58904874789,6252.959285419303,1,592,146.3726138987654
86,115835.43488492072,1185.8458361728262,1,531,445.47256394656995
87,118122.65952069512,2287.2246357744007,1,558,153.79657971205177
88,120861.75162381778,2739.092103122661,1,95,2764.953697505739
89,122666.17041264089,1804.41878882311,1,513,2428.250995724901
90,124273.68773036152,1607.5173177206307,1,603,1077.4615868370636
91,124296.1929358236,22.505205462075537,1,450,225.6785363908059
92,124473.75040264295,177.55746681935852,1,450,416.4218857584116
93,125914.69999463602,1440.9495919930632,1,496,365.44135946252607
94,127340.84731666473,1426.1473220287153,1,466,83.74861204383403
95,127860.18127248963,519.333955824899,1,602,531.0262100804425
96,129765.26021158812,1905.0789390984864,1,556,398.78515471294213
97,132073.410985115,2308.150773526897,1,530,4253.943287585963
98,135296.3881777073,3222.9771925922832,1,618,832.8562668774263
99,135786.0150642428,489.6268865354941,1,414,431.38283098670735
100,136479.4997390071,693.4846747643023,1,634,91.3167241875722
103,138795.2852715788,1132.1150966859423,1,686,110.62402629609177
106,139979.18792660962,559.1740215169848,1,658,93.78485922509388
109,141619.8663937082,540.7781096483523,1,393,1155.2501584404838
111,142576.14280122292,287.9925232070382,1,620,2029.8866723055996
112,144948.060621586,2371.9178203630727,1,95,1393.5540659674473
113,146654.93134057455,1706.8707189885608,1,420,1897.8360053155855
114,149347.44280159206,2692.511461017508,1,618,1262.520496010313
115,149651.79501335812,304.3522117660614,1,590,1564.2430788911674
116,150126.33935946814,474.54434611002216,1,21,1427.8678599870336
118,150990.74168274782,97.5962594509183,1,217,232.08685265503553
119,151901.37953660358,910.6378538557619,1,359,1828.3564726757813
122,153153.59532774315,650.1189942975179,1,313,65.44434416594885
123,155440.641056472,2287.0457287288446,1,630,1494.1975550667921
125,156444.63168820538,50.810400045040296,1,620,497.2153048292785
127,160192.21971469512,3626.5651686742785,1,547,383.20229781220377
128,161912.11598928782,1719.8962745926983,1,620,337.32641270558895
129,162175.6782724147,263.56228312687017,1,442,1795.747722447868
130,163469.64154473835,1293.9632723236573,1,236,1259.6012774969142
131,164575.33349724926,1105.6919525109115,1,81,1196.1834594565064
133,166504.38252258406,1501.0231930621958,1,684,947.554481319952
136,168703.54383237596,195.38878413836937,1,68,1430.4204177837776
137,169178.26056914212,474.71673676616047,1,399,335.32189680887
138,169377.59742954947,199.33686040734756,1,200,293.072412917801
140,170727.8862631131,573.10297704002,1,503,703.2618686601962
141,170739.05191467414,11.165651561052073,1,526,281.29410733162507
144,172818.6881665127,99.91669119280414,1,688,519.5088386296724
145,173751.9078126569,933.2196461441927,1,450,533.0847354976123
147,181580.36830286574,4114.606216825283,1,206,600.1150631134934
149,190594.37980086153,6790.68948887827,1,338,5870.250453137363
150,191155.51397365486,561.1341727933323,1,210,207.75502553619438
151,195287.7741153345,4132.260141679639,1,620,58.61885299012047
153,198938.2281798038,1666.7923399896827,1,122,2227.669220025269
154,199618.45268596648,680.2245061626891,1,184,1012.4576529349781
156,202319.51111014184,2170.6282002530934,1,523,111.60201188318554
160,211864.46356559504,4324.176387836516,1,602,135.63383764231355
162,215185.6416820573,1142.964098176366,1,683,591.6874572155233
163,215439.4723861935,253.83070413619862,1,686,352.0126077662085
165,217192.9429971327,229.6048927566444,1,81,3589.983141617994
166,218760.0615710403,1567.1185739076172,1,570,1755.1672963865817
167,218761.940817307,1.8792462667042855,1,624,789.7330317998067
172,230136.73078055738,681.5818352693168,1,496,1741.5042160521396
175,232948.0223026619,108.97416339608026,1,275,2277.2904376376787
176,233275.76476106638,327.7424584044784,1,220,302.74784098062514
177,234520.16224652584,1244.3974854594562,1,516,1643.9797404662124
179,235374.7688590185,226.4058780107589,1,455,396.99299900981407
180,235970.1784831803,595.4096241617808,1,560,7.911140395658691
181,236978.62157315476,1008.443089974462,1,204,2262.7426077251334
182,238092.1013211923,1113.4797480375564,1,93,1202.1457555625523
183,240491.76864709432,2399.6673259020026,1,471,618.6633945096096
184,240578.58872141535,86.82007432103273,1,450,231.91458303711872
186,241826.34490052544,745.1495317051304,1,446,1277.2569018116938
187,242763.69763067018,937.3527301447466,1,416,4237.106740118246
188,242997.51295036488,233.81531969469506,1,412,339.9630772414367
189,243207.86221027267,210.3492599077872,1,568,474.5296325935833
