num,inc_time,arint,inc_type,location,dact
1,0.0,0.0,1,596,261.56240327815243
4,722.1613344001728,722.1613344001728,1,108,307.1873981612527
6,2427.339316874607,377.0971862956103,1,82,1423.6841780808054
7,2427.492394897276,0.15307802266897852,1,686,5800.676506831268
8,2909.3020298095653,481.8096349122893,1,217,281.7327714615985
9,3121.7050935533794,212.40306374381407,1,452,752.8478923688675
10,3251.366007509929,129.66091395654985,1,478,2398.109159994651
11,3527.211835909712,275.84582839978293,1,224,76.09050586032758
12,4094.624937686486,567.413101776774,1,589,574.891151264484
13,5195.754486967377,1101.1295492808904,1,224,805.1454222366316
14,6881.827674312558,1686.0731873451814,1,546,430.88108097907195
17,8065.493769353798,1173.260998213268,1,621,1506.1061757625519
20,10583.58043178792,768.2368890013586,1,606,3327.491398973569
21,11081.857090793592,498.2766590056726,1,624,846.005745698198
25,15666.945083024137,2102.7790193972396,1,472,207.66493702763728
26,15727.441275805084,60.49619278094724,1,441,900.6616381772806
28,18145.75387434044,1139.1258307269563,1,491,5.184455720657034
29,19322.343487539634,1176.589613199194,1,451,80.88243306836192
30,21104.374342143543,1782.0308546039087,1,688,516.0309563819022
32,21433.922752749782,323.29075563728475,1,478,2133.557606043128
33,21914.87774002149,480.95498727170707,1,323,60.81574570079757
34,25429.167369530558,3514.2896295090686,1,620,2902.1837903452024
37,34142.04095100118,3576.516842669582,1,227,13.064891550136851
40,35091.652874183215,636.1081771684403,1,523,2331.2725407115186
42,38068.23787793901,757.3728137605722,1,477,1029.4997717699223
45,43347.681893577355,1813.98118841221,1,472,878.6627608559755
48,49029.75762942855,2470.872653358565,1,592,354.73559254737427
49,49148.70623588301,118.94860645445442,1,582,1497.3517855286739
50,49202.02177333312,53.31553745011479,1,462,408.5694502087672
51,49451.11560276307,249.09382942994853,1,618,1329.1444971906078
55,52268.13394896107,1234.6617107691127,1,465,445.0084845049558
56,52406.683236680714,138.54928771964478,1,452,109.51400590904457
57,53138.25673983027,731.5735031495569,1,478,11.77101749778867
61,57377.30712238237,73.97893032663706,1,613,630.6366967245197
62,58396.80697374537,1019.499851362998,1,51,1485.6761551935574
63,59972.3444027372,1575.5374289918327,1,568,1008.6814006627343
65,60479.6846476562,68.32288316116319,1,506,3329.801720184826
68,62032.07232281366,207.1145116100597,1,78,2063.641309094881
69,64440.42450138446,2408.3521785708,1,492,1534.5648339425513
70,64465.12650829062,24.702006906154566,1,211,1491.7637942150157
72,66321.19460764006,1779.087664190687,1,651,2223.9014579966893
74,72340.0026743854,4385.785022606695,1,647,1348.831346004057
75,74185.51413480271,1845.511460417314,1,437,341.04737574789056
76,74625.98082581114,440.4666910084343,1,693,805.4796953299166
78,76710.0305792449,567.3554513806885,1,679,1556.076016530028
79,76855.84162871007,145.8110494651628,1,507,728.8549916371279
80,77650.8185842908,794.9769555807288,1,235,787.282791669357
81,80852.67894445664,3201.8603601658397,1,568,559.822745729893
83,81317.86794555373,254.44965697922453,1,141,1026.105232014794
84,81772.0402549937,454.172309439964,1,298,985.003953463176
85,81958.46039853733,186.42014354362618,1,553,1049.8798438774716
86,81984.63371873913,26.173320201807655,1,531,2950.196598836977
88,83504.69184218872,1012.5080479880417,1,542,170.666356393384
89,83822.92301329941,318.2311711106886,1,229,332.26806158304515
90,84235.96486423665,413.04185093723936,1,204,545.0181300470504
92,85141.24499235522,854.6770927148755,1,491,464.28774621131373
93,85214.63684788949,73.39185553426796,1,91,187.22671431376497
94,86357.00989895198,1142.3730510624882,1,648,3427.93463217346
95,86569.37011839729,212.3602194453124,1,271,424.9518914216455
97,87760.34225421,789.65321580421,1,621,752.8568781138371
98,89370.5567927875,1610.214538577493,1,480,377.85017178779964
99,89515.0379452421,144.4811524546094,1,520,917.2306074202746
100,90230.40760920015,715.3696639580448,1,465,2930.9587062869045
101,92812.97582388135,2582.5682146812032,1,521,1798.6696148496492
102,93977.9113436994,1164.935519818042,1,508,1171.9564435936188
103,94089.54718250994,111.63583881054365,1,692,254.21767146808307
105,95761.86903932808,847.8430289594398,1,513,1683.771699426826
106,98136.50877488601,2374.6397355579247,1,227,838.0893321373627
107,99712.38896598243,1575.8801910964248,1,120,455.43215475915326
109,106014.97279031354,4403.394184686345,1,473,1623.7774218583666
111,107939.09334166588,1594.5403818614432,1,654,154.12199358741677
112,113030.68111213301,5091.587770467129,1,621,299.6224754394757
114,113404.15038913973,220.8757203494024,1,333,533.748362927814
116,113782.90003927663,80.9530976342212,1,217,1897.7881541369072
119,117942.31497763707,2921.7199380742677,1,115,657.7609095664274
120,119222.54617614737,1280.2311985103006,1,414,2996.331220210919
121,119678.98945281704,456.44327666967,1,55,3082.8767792972067
122,126306.11286559489,6627.123412777844,1,604,2242.1287725806287
