num,inc_time,arint,inc_type,location,dact
1,0.0,0.0,1,652,2886.7112649036503
4,106.23112454032736,106.23112454032736,1,589,8.340993563278516
7,2132.1135537071027,942.3653509179992,1,311,4.538839573360479
8,2904.2956988454443,772.1821451383416,1,491,2945.8566466219454
9,4624.58761285924,1720.2919140137956,1,568,1398.1907213606148
12,12938.267163506509,2200.3359745533926,1,224,961.2925578985648
13,14622.825206887828,1684.5580433813193,1,471,1888.5452824986587
14,16137.735311310988,1514.9101044231593,1,521,1209.7971664841643
15,16300.640772303797,162.90546099280982,1,463,2599.635638163571
16,16981.58536950732,680.9445972035228,1,606,2264.1207281470006
17,18491.09624605107,1509.5108765437508,1,492,1016.9936546000886
18,20968.120757270208,2477.024511219137,1,478,3059.822841652765
21,24515.398040654687,636.5369286992864,1,453,214.7986703167334
22,25560.10954038312,1044.7114997284334,1,344,750.2058632438407
23,25732.362293687336,172.25275330421573,1,571,765.8753186800247
24,26590.667468842905,858.3051751555686,1,474,213.3417868121412
25,32660.083347285174,6069.415878442269,1,677,814.9983525664079
26,33266.19880061019,606.1154533250156,1,224,1012.5616434807489
27,34785.69011400497,1519.4913133947775,1,435,364.04436264976175
29,41545.01815338273,5726.721301243677,1,508,4152.412086446127
30,41608.6923297839,63.67417640117492,1,602,332.40191862426326
31,43926.07308687767,2317.3807570937715,1,606,550.4460928178664
32,51497.75769903993,7571.684612162258,1,271,63.23963479986575
33,51848.072005102025,350.31430606209324,1,659,118.08583876696595
35,52912.24147609699,751.6059006889482,1,618,998.474845416202
37,56121.92678998871,1023.2596198833271,1,473,346.13911834468036
38,56313.18741119961,191.2606212108949,1,481,2399.190492172586
39,57305.0164409258,991.829029726192,1,610,327.84661706882036
42,59162.50764215184,1137.5684087980699,1,523,215.43298977767552
44,60642.24906727225,1429.6768231813476,1,426,700.2880564699448
46,61486.25241014823,395.5374396668485,1,262,2157.3795411910714
47,61793.024937887996,306.77252773976943,1,559,185.7277593827795
49,62696.18180451037,850.8770967029268,1,623,1530.6684411781516
50,63319.605140324085,623.4233358137135,1,516,227.0234478903408
51,64188.09129106183,868.4861507377427,1,602,550.9261204692153
52,64797.737478705174,609.6461876433459,1,339,703.7743629245174
54,67233.00198026518,1067.5277755410789,1,640,4654.256811548135
55,69192.04119308002,1959.0392128148378,1,261,98.30246836653582
